trip_distance,is_weekend,is_holiday,congestion_surcharge_dummy,airport_fee_dummy,duration_sec
1.24,0,0,1,0,401.0
1.5,0,0,1,0,341.0
0.7,0,0,1,0,288.0
11.67,0,0,1,1,1791.0
2.21,0,0,1,0,576.0
1.87,0,0,1,0,966.0
2.37,0,0,1,0,733.0
2.46,0,0,1,0,790.0
2.27,0,0,1,0,613.0
1.8,0,0,1,0,623.0
2.31,0,0,1,0,875.0
0.8,0,0,1,0,609.0
2.81,0,0,1,0,840.0
0.85,0,0,1,0,297.0
3.4,0,0,1,0,498.0
0.62,0,0,1,0,155.0
3.52,0,0,1,0,1021.0
1.97,0,0,1,0,814.0
7.14,0,0,1,0,1057.0
3.34,0,0,1,0,749.0
6.91,0,0,1,0,1276.0
3.9,0,0,1,0,1243.0
10.7,0,0,1,1,1681.0
12.04,0,0,0,1,1504.0
2.5,0,0,1,0,1048.0
1.2,0,0,1,0,474.0
2.3,0,0,1,0,693.0
0.63,0,0,1,0,262.0
1.97,0,0,1,0,827.0
1.6,0,0,1,0,441.0
0.48,0,0,1,0,140.0
20.12,0,0,1,1,2693.0
2.3,0,0,1,0,597.0
1.9,0,0,1,0,677.0
0.71,0,0,1,0,440.0
0.64,0,0,1,0,241.0
1.03,0,0,1,0,297.0
1.73,0,0,1,0,842.0
3.64,0,0,1,0,1072.0
0.6,0,0,1,0,651.0
9.33,0,0,1,1,1941.0
2.29,0,0,1,0,1123.0
0.75,0,0,1,0,183.0
12.78,0,0,0,1,2092.0
0.44,0,0,1,0,134.0
2.98,0,0,1,0,1126.0
0.93,0,0,1,0,555.0
4.05,0,0,1,0,1124.0
0.7,0,0,1,0,194.0
1.09,0,0,1,0,213.0
0.9,0,0,1,0,351.0
10.6,0,0,1,1,1540.0
3.9,0,0,1,0,914.0
4.43,0,0,1,0,1067.0
2.64,0,0,1,0,810.0
1.55,0,0,1,0,460.0
0.33,0,0,1,0,133.0
1.91,0,0,1,0,1295.0
2.03,0,0,1,0,639.0
1.54,0,0,1,0,467.0
1.26,0,0,1,0,619.0
0.8,0,0,1,0,248.0
19.8,0,0,1,1,2297.0
10.08,0,0,1,0,1915.0
3.55,0,0,1,0,637.0
1.9,0,0,1,0,559.0
9.7,0,0,1,1,1014.0
1.6,0,0,1,0,757.0
2.28,0,0,1,0,637.0
1.9,0,0,1,0,518.0
0.85,0,0,1,0,275.0
1.8,0,0,1,0,781.0
1.8,0,0,1,0,610.0
0.87,0,0,1,0,359.0
1.81,0,0,1,0,509.0
2.93,0,0,1,0,822.0
1.7,0,0,1,0,742.0
18.1,0,0,1,1,2820.0
0.62,0,0,1,0,166.0
4.09,0,0,1,0,1183.0
0.78,0,0,0,0,228.0
0.43,0,0,1,0,206.0
1.65,0,0,0,0,518.0
1.85,0,0,1,0,872.0
6.5,0,0,0,0,1549.0
2.38,0,0,1,0,803.0
1.62,0,0,1,0,714.0
11.1,0,0,0,1,1078.0
1.72,0,0,1,0,597.0
1.68,0,0,1,0,473.0
1.69,0,0,1,0,666.0
18.94,0,0,1,1,2919.0
2.68,0,0,1,0,983.0
4.04,0,0,1,0,1452.0
1.1,0,0,1,0,251.0
4.98,0,0,1,0,1583.0
1.21,0,0,1,0,400.0
1.99,0,0,1,0,627.0
1.0,0,0,1,0,604.0
0.5,0,0,0,1,132.0
1.36,0,0,1,0,503.0
5.55,0,0,1,0,1474.0
0.39,0,0,1,0,121.0
0.36,0,0,1,0,107.0
1.2,0,0,1,0,614.0
0.5,0,0,1,0,219.0
1.0,0,0,1,0,269.0
3.45,0,0,1,0,1401.0
1.08,0,0,1,0,457.0
1.12,0,0,1,0,537.0
1.76,0,0,1,0,613.0
1.1,0,0,1,0,597.0
3.76,0,0,1,0,1377.0
2.21,0,0,0,0,1028.0
1.11,0,0,1,0,641.0
1.53,0,0,1,0,307.0
1.35,0,0,1,0,677.0
0.37,0,0,1,0,152.0
0.99,0,0,1,0,565.0
0.7,0,0,1,0,640.0
2.34,0,0,1,0,718.0
1.3,0,0,1,0,1221.0
0.38,0,0,1,0,106.0
1.7,0,0,1,0,528.0
1.31,0,0,1,0,327.0
1.18,0,0,1,0,174.0
4.7,0,0,0,0,1576.0
0.39,0,0,1,0,199.0
0.69,0,0,1,0,424.0
2.77,0,0,1,0,1175.0
11.4,0,0,1,1,1482.0
16.2,0,0,0,1,2174.0
1.27,0,0,1,0,360.0
2.53,0,0,1,0,802.0
1.31,0,0,1,0,539.0
0.98,0,0,1,0,330.0
1.54,0,0,0,0,466.0
1.9,0,0,1,0,596.0
0.5,0,0,1,0,362.0
17.2,0,0,1,1,2627.0
2.74,0,0,1,0,945.0
2.06,0,0,1,0,706.0
10.0,0,0,1,0,1230.0
0.73,0,0,1,0,284.0
1.5,0,0,1,0,478.0
1.9,0,0,1,0,734.0
1.7,0,0,1,0,842.0
2.56,0,0,1,0,838.0
5.25,0,0,1,0,1066.0
1.35,0,0,1,0,562.0
1.29,0,0,1,0,647.0
1.47,0,0,1,0,464.0
0.81,0,0,1,0,328.0
2.2,0,0,1,0,1096.0
2.65,0,0,1,0,862.0
0.36,0,0,0,0,134.0
1.41,0,0,1,0,314.0
1.2,0,0,1,0,418.0
2.53,0,0,1,0,1016.0
1.22,0,0,1,0,312.0
2.0,0,0,1,0,476.0
0.41,0,0,1,0,131.0
2.48,0,0,1,0,1153.0
5.84,0,0,1,0,1221.0
1.13,0,0,1,0,561.0
1.64,0,0,1,0,572.0
3.87,0,0,1,0,1521.0
5.41,0,0,1,0,1200.0
1.6,0,0,1,0,742.0
0.51,0,0,1,0,203.0
19.36,0,0,1,1,2666.0
2.92,0,0,1,0,955.0
0.69,0,0,1,0,156.0
1.4,0,0,0,0,223.0
2.1,0,0,1,0,458.0
3.06,0,0,1,0,1084.0
1.47,0,0,1,0,718.0
0.95,0,0,1,0,243.0
0.9,0,0,1,0,254.0
3.9,0,0,1,0,1240.0
3.1,0,0,1,0,1468.0
1.5,0,0,1,0,482.0
2.08,0,0,1,0,621.0
10.32,0,0,0,1,1250.0
14.02,0,0,0,1,2122.0
0.01,0,0,1,0,6.0
1.9,0,0,1,0,846.0
1.26,0,0,1,0,444.0
1.7,0,0,1,0,574.0
5.24,0,0,1,0,1607.0
0.84,0,0,1,0,449.0
7.12,0,0,1,0,876.0
0.85,0,0,1,0,340.0
1.1,0,0,1,0,396.0
3.24,0,0,1,0,911.0
2.69,0,0,1,0,1222.0
1.16,0,0,1,0,643.0
2.0,0,0,1,0,738.0
0.59,0,0,1,0,217.0
8.38,0,0,1,1,1089.0
6.68,0,0,1,0,1506.0
18.64,0,0,1,0,2520.0
1.13,0,0,1,0,482.0
1.8,0,0,1,0,642.0
21.6,0,0,1,1,2470.0
0.4,0,0,1,0,364.0
2.55,0,0,1,0,569.0
0.7,0,0,1,0,274.0
6.75,0,0,1,0,1326.0
1.5,0,0,1,0,470.0
1.0,0,0,1,0,360.0
0.7,0,0,1,0,301.0
3.1,0,0,1,0,1116.0
0.61,0,0,1,0,190.0
0.8,0,0,1,0,481.0
11.36,0,0,1,0,1291.0
4.69,0,0,1,0,1527.0
0.9,0,0,1,0,425.0
2.5,0,0,1,0,1540.0
1.75,0,0,1,0,1088.0
5.42,0,0,1,0,1396.0
0.69,0,0,1,0,472.0
6.43,0,0,1,0,1300.0
1.32,0,0,1,0,345.0
0.78,0,0,1,0,307.0
3.04,0,0,1,0,690.0
1.24,0,0,1,0,450.0
13.3,0,0,0,0,2323.0
2.08,0,0,1,0,633.0
3.72,0,0,1,0,1245.0
1.08,0,0,1,0,507.0
11.7,0,0,1,1,1785.0
1.4,0,0,1,0,586.0
1.2,0,0,1,0,397.0
8.15,0,0,1,1,2112.0
2.0,0,0,1,0,635.0
0.8,0,0,1,0,192.0
2.3,0,0,1,0,716.0
6.12,0,0,1,0,1262.0
16.99,0,0,0,0,1978.0
1.43,0,0,1,0,404.0
10.37,0,0,0,1,1599.0
0.6,0,0,1,0,242.0
1.48,0,0,1,0,575.0
0.94,0,0,1,0,675.0
1.15,0,0,1,0,710.0
0.72,0,0,1,0,278.0
5.8,0,0,1,0,1496.0
2.42,0,0,1,0,446.0
1.55,0,0,1,0,340.0
11.94,0,0,1,1,1567.0
4.61,0,0,1,0,713.0
16.89,0,0,1,0,2129.0
6.39,0,0,1,0,967.0
0.68,0,0,1,0,224.0
2.39,0,0,1,0,889.0
12.1,0,0,0,1,1356.0
2.19,0,0,1,0,874.0
1.76,0,0,1,0,473.0
16.69,0,0,1,0,2219.0
1.43,0,0,1,0,468.0
0.61,0,0,1,0,157.0
1.8,0,0,1,0,957.0
0.95,0,0,1,0,185.0
0.9,0,0,1,0,938.0
1.08,0,0,1,0,579.0
1.95,0,0,1,0,655.0
2.9,0,0,1,0,847.0
10.0,0,0,0,1,1277.0
1.2,0,0,1,0,394.0
12.74,0,0,0,1,1308.0
0.6,0,0,1,0,324.0
1.5,0,0,1,0,853.0
0.96,0,0,1,0,374.0
1.0,0,0,1,0,353.0
1.06,0,0,1,0,373.0
0.93,0,0,1,0,284.0
2.59,0,0,1,0,754.0
1.42,0,0,1,0,498.0
1.28,0,0,1,0,306.0
11.96,0,0,1,0,1509.0
1.6,0,0,1,0,529.0
5.94,0,0,0,1,1384.0
2.32,0,0,1,0,874.0
1.36,0,0,1,0,552.0
1.18,0,0,1,0,847.0
4.74,0,0,1,0,801.0
8.38,0,0,1,1,1061.0
2.09,0,0,1,0,1034.0
0.85,0,0,1,0,127.0
1.2,0,0,1,0,600.0
2.71,0,0,1,0,876.0
2.65,0,0,1,0,676.0
0.4,0,0,1,0,141.0
1.29,0,0,1,0,506.0
1.15,0,0,1,0,521.0
18.97,0,0,0,1,2739.0
12.64,0,0,0,0,1644.0
8.64,0,0,1,1,1046.0
1.84,0,0,1,0,388.0
3.4,0,0,1,0,816.0
2.13,0,0,1,0,438.0
0.7,0,0,1,0,218.0
1.83,0,0,1,0,674.0
0.52,0,0,1,0,172.0
2.08,0,0,1,0,901.0
0.69,0,0,1,0,210.0
1.89,0,0,1,0,685.0
3.81,0,0,1,0,750.0
1.05,0,0,1,0,769.0
0.85,0,0,1,0,474.0
0.77,0,0,1,0,338.0
0.36,0,0,1,0,218.0
1.15,0,0,1,0,416.0
1.82,0,0,1,0,455.0
4.58,0,0,0,1,1104.0
3.38,0,0,1,0,897.0
1.7,0,0,1,0,617.0
2.35,0,0,0,0,945.0
1.29,0,0,1,0,315.0
2.78,0,0,1,0,1380.0
0.6,0,0,1,0,331.0
0.99,0,0,1,0,691.0
0.7,0,0,1,0,484.0
1.2,0,0,1,0,797.0
5.73,0,0,1,0,922.0
6.7,0,0,1,0,1393.0
4.1,0,0,1,0,1413.0
5.38,0,0,1,0,1317.0
1.54,0,0,1,0,526.0
2.39,0,0,1,0,708.0
0.83,0,0,1,0,381.0
2.61,0,0,1,0,830.0
11.7,0,0,0,1,1163.0
0.87,0,0,1,0,185.0
0.86,0,0,1,0,347.0
2.11,0,0,1,0,555.0
0.7,0,0,1,0,355.0
0.6,0,0,1,0,139.0
1.9,0,0,1,0,502.0
5.0,0,0,1,0,1562.0
1.21,0,0,1,0,330.0
0.7,0,0,1,0,282.0
1.2,0,0,1,0,416.0
1.8,0,0,1,0,549.0
0.38,0,0,1,0,177.0
0.27,0,0,1,0,116.0
1.62,0,0,1,0,341.0
1.51,0,0,1,0,832.0
1.9,0,0,1,0,861.0
6.48,0,0,1,0,1351.0
0.89,0,0,1,0,404.0
1.29,0,0,1,0,396.0
1.8,0,0,1,0,579.0
2.6,0,0,1,0,1224.0
0.7,0,0,1,0,478.0
2.69,0,0,1,0,574.0
5.71,0,0,1,0,1479.0
5.79,0,0,1,0,1007.0
0.6,0,0,0,0,246.0
0.63,0,0,1,0,414.0
1.99,0,0,1,0,600.0
1.34,0,0,1,0,375.0
17.81,0,0,1,1,1950.0
1.54,0,0,1,0,855.0
0.81,0,0,0,0,432.0
0.92,0,0,1,0,308.0
18.44,0,0,1,1,2393.0
2.22,0,0,1,0,804.0
5.88,0,0,1,0,1378.0
0.65,0,0,1,0,340.0
4.08,0,0,1,0,1364.0
1.1,0,0,1,0,297.0
0.98,0,0,0,0,299.0
0.55,0,0,1,0,198.0
1.14,0,0,1,0,552.0
2.64,0,0,1,0,1143.0
1.83,0,0,1,0,577.0
8.02,0,0,1,1,1171.0
0.8,0,0,1,0,437.0
1.26,0,0,1,0,518.0
2.62,0,0,1,0,700.0
1.66,0,0,0,0,386.0
1.22,0,0,1,0,403.0
1.82,0,0,1,0,861.0
4.54,0,0,1,0,1526.0
1.52,0,0,1,0,543.0
0.9,0,0,1,0,559.0
0.7,0,0,1,0,249.0
1.42,0,0,1,0,759.0
2.86,0,0,1,0,1168.0
2.59,0,0,1,0,623.0
5.6,0,0,1,0,1301.0
10.23,0,0,1,1,1442.0
1.03,0,0,1,0,352.0
3.5,0,0,1,0,1392.0
1.4,0,0,1,0,269.0
1.85,0,0,1,0,500.0
2.95,0,0,0,1,484.0
1.47,0,0,1,0,370.0
2.33,0,0,1,0,762.0
7.97,0,0,0,1,851.0
8.67,0,0,1,1,978.0
1.51,0,0,1,0,637.0
4.13,0,0,1,0,1275.0
7.43,0,0,1,0,1286.0
2.8,0,0,1,0,812.0
9.1,0,0,0,1,1240.0
2.4,0,0,1,0,830.0
0.79,0,0,1,0,162.0
3.86,0,0,1,0,1138.0
0.7,0,0,1,0,196.0
0.79,0,0,1,0,363.0
0.67,0,0,1,0,353.0
2.5,0,0,1,0,723.0
1.75,0,0,1,0,506.0
0.3,0,0,1,0,108.0
3.3,0,0,1,0,1073.0
0.8,0,0,1,0,328.0
2.53,0,0,1,0,602.0
17.9,0,0,1,1,3664.0
1.37,0,0,1,0,397.0
1.6,0,0,1,0,1332.0
1.12,0,0,1,0,832.0
2.1,0,0,1,0,610.0
1.0,0,0,1,0,397.0
0.86,0,0,1,0,184.0
3.7,0,0,1,0,922.0
1.1,0,0,1,0,512.0
1.99,0,0,1,0,684.0
1.01,0,0,1,0,463.0
4.7,0,0,1,0,1426.0
0.96,0,0,1,0,351.0
1.7,0,0,1,0,372.0
1.5,0,0,1,0,453.0
0.6,0,0,1,0,180.0
2.2,0,0,1,0,515.0
1.77,0,0,1,0,417.0
0.83,0,0,1,0,599.0
0.97,0,0,1,0,217.0
2.27,0,0,1,0,687.0
1.0,0,0,1,0,274.0
0.5,0,0,1,0,147.0
1.99,0,0,1,0,797.0
8.81,0,0,1,1,1759.0
1.3,0,0,1,0,386.0
6.56,0,0,1,0,2091.0
1.36,0,0,1,0,598.0
1.04,0,0,1,0,252.0
1.4,0,0,1,0,359.0
0.98,0,0,1,0,210.0
9.62,0,0,0,1,1414.0
1.45,0,0,1,0,478.0
3.72,0,0,1,0,1069.0
1.63,0,0,1,0,406.0
12.7,0,0,0,1,1497.0
0.69,0,0,1,0,162.0
2.59,0,0,1,0,649.0
1.1,0,0,1,0,501.0
1.5,0,0,1,0,539.0
2.73,0,0,1,0,1021.0
3.23,0,0,1,0,995.0
1.72,0,0,1,0,603.0
1.24,0,0,1,0,429.0
0.94,0,0,1,0,362.0
11.18,0,0,1,0,1508.0
0.63,0,0,1,0,174.0
2.27,0,0,1,0,733.0
2.5,0,0,1,0,1029.0
2.34,0,0,1,0,1026.0
1.3,0,0,1,0,205.0
2.93,0,0,1,0,1072.0
3.0,0,0,1,0,1154.0
10.83,0,0,1,1,1712.0
1.43,0,0,1,0,369.0
1.9,0,0,1,0,919.0
1.15,0,0,1,0,371.0
3.28,0,0,1,0,1262.0
3.7,0,0,1,0,1047.0
0.61,0,0,1,0,460.0
5.6,0,0,1,0,1769.0
0.51,0,0,1,0,121.0
0.95,0,0,1,0,332.0
0.83,0,0,1,0,298.0
6.66,0,0,1,0,1266.0
1.59,0,0,1,0,510.0
1.2,0,0,1,0,426.0
3.03,0,0,1,0,861.0
1.51,0,0,1,0,662.0
1.0,0,0,1,0,407.0
1.35,0,0,1,0,616.0
6.67,0,0,1,0,1273.0
5.95,0,0,1,0,1492.0
3.3,0,0,1,0,1123.0
1.6,0,0,1,0,514.0
0.51,0,0,1,0,249.0
3.08,0,0,1,0,857.0
0.71,0,0,1,0,374.0
1.61,0,0,1,0,714.0
1.27,0,0,1,0,691.0
2.5,0,0,1,0,706.0
16.3,0,0,1,0,2583.0
1.6,0,0,1,0,683.0
0.8,0,0,1,0,429.0
0.9,0,0,1,0,323.0
0.55,0,0,1,0,432.0
1.07,0,0,1,0,489.0
0.3,0,0,1,0,412.0
1.52,0,0,1,0,372.0
2.2,0,0,1,0,557.0
1.14,0,0,1,0,406.0
1.71,0,0,1,0,491.0
0.62,0,0,1,0,167.0
11.24,0,0,1,0,1243.0
0.82,0,0,1,0,260.0
3.03,0,0,1,0,1033.0
2.7,0,0,1,0,862.0
2.03,0,0,1,0,659.0
1.69,0,0,1,0,662.0
3.56,0,0,1,0,1239.0
2.22,0,0,1,0,675.0
0.84,0,0,1,0,329.0
1.96,0,0,1,0,553.0
3.08,0,0,1,0,1000.0
0.68,0,0,1,0,224.0
3.07,0,0,1,0,980.0
1.0,0,0,1,0,341.0
1.38,0,0,1,0,526.0
0.89,0,0,1,0,307.0
1.8,0,0,1,0,825.0
0.94,0,0,1,0,488.0
1.07,0,0,1,0,277.0
2.18,0,0,1,0,805.0
1.8,0,0,1,0,525.0
2.0,0,0,1,0,567.0
0.7,0,0,1,0,461.0
4.89,0,0,1,0,870.0
1.72,0,0,1,0,586.0
8.81,0,0,1,1,1317.0
0.92,0,0,1,0,451.0
1.72,0,0,1,0,861.0
0.3,0,0,1,0,397.0
2.51,0,0,1,0,892.0
6.7,0,0,1,0,1109.0
2.18,0,0,1,0,646.0
2.43,0,0,1,0,865.0
4.65,0,0,1,0,1390.0
3.5,0,0,1,0,1153.0
0.68,0,0,1,0,496.0
0.24,0,0,0,0,2.0
1.2,0,0,1,0,322.0
1.41,0,0,1,0,540.0
0.94,0,0,1,0,457.0
6.33,0,0,1,0,871.0
0.7,0,0,1,0,355.0
0.98,0,0,1,0,400.0
2.74,0,0,1,0,977.0
3.16,0,0,1,0,614.0
9.6,0,0,1,0,1212.0
1.39,0,0,1,0,477.0
0.7,0,0,1,0,433.0
1.4,0,0,1,0,737.0
1.75,0,0,1,0,507.0
2.6,0,0,1,0,820.0
4.13,0,0,1,0,801.0
7.45,0,0,1,1,867.0
4.4,0,0,1,0,2587.0
0.65,0,0,1,0,387.0
9.47,0,0,1,0,1135.0
18.42,0,0,1,0,1942.0
6.15,0,0,1,0,1058.0
2.59,0,0,1,0,821.0
3.25,0,0,1,0,694.0
0.82,0,0,1,0,219.0
0.6,0,0,1,0,262.0
10.73,0,0,1,1,1544.0
1.18,0,0,1,0,412.0
0.74,0,0,1,0,248.0
7.96,0,0,1,1,835.0
0.94,0,0,1,0,820.0
1.04,0,0,1,0,257.0
0.11,0,0,1,0,60.0
2.04,0,0,1,0,616.0
0.9,0,0,0,0,422.0
1.7,0,0,1,0,789.0
2.7,0,0,1,0,1166.0
11.37,0,0,0,1,1870.0
2.23,0,0,1,0,643.0
3.04,0,0,1,0,850.0
0.54,0,0,1,0,201.0
0.5,0,0,1,0,119.0
21.05,0,0,1,0,2354.0
3.96,0,0,1,0,1271.0
2.08,0,0,1,0,524.0
2.5,0,0,1,0,489.0
0.81,0,0,1,0,337.0
2.61,0,0,1,0,733.0
13.0,0,0,1,0,1763.0
2.1,0,0,1,0,787.0
1.21,0,0,1,0,420.0
3.24,0,0,1,0,777.0
1.52,0,0,1,0,421.0
0.85,0,0,1,0,292.0
6.3,0,0,1,0,1068.0
11.23,0,0,1,0,1174.0
2.2,0,0,1,0,706.0
3.5,0,0,1,0,807.0
0.51,0,0,1,0,294.0
5.74,0,0,1,0,976.0
1.39,0,0,1,0,728.0
1.41,0,0,1,0,515.0
4.79,0,0,0,1,661.0
1.68,0,0,1,0,328.0
14.9,0,0,0,0,4084.0
1.8,0,0,1,0,629.0
1.15,0,0,1,0,786.0
1.4,0,0,1,0,834.0
0.99,0,0,1,0,266.0
1.12,0,0,1,0,658.0
0.83,0,0,1,0,413.0
1.76,0,0,1,0,434.0
8.7,0,0,1,0,2382.0
2.04,0,0,1,0,663.0
2.58,0,0,1,0,809.0
6.82,0,0,0,1,985.0
1.37,0,0,1,0,468.0
0.78,0,0,1,0,205.0
0.7,0,0,0,0,241.0
0.97,0,0,1,0,252.0
12.15,0,0,1,1,1369.0
4.5,0,0,1,0,1219.0
1.17,0,0,1,0,936.0
1.3,0,0,1,0,466.0
3.28,0,0,1,0,1054.0
0.5,0,0,1,0,172.0
1.36,0,0,1,0,447.0
3.81,0,0,1,0,1297.0
1.5,0,0,1,0,963.0
0.53,0,0,1,0,376.0
4.7,0,0,1,0,528.0
0.7,0,0,1,0,300.0
2.0,0,0,1,0,648.0
1.99,0,0,1,0,654.0
1.34,0,0,1,0,380.0
0.69,0,0,1,0,225.0
6.53,0,0,1,0,1190.0
1.23,0,0,1,0,536.0
1.8,0,0,1,0,712.0
0.63,0,0,1,0,328.0
0.5,0,0,1,0,85.0
1.16,0,0,1,0,446.0
1.29,0,0,1,0,407.0
0.79,0,0,1,0,354.0
0.65,0,0,0,0,368.0
5.0,0,0,1,0,1411.0
2.74,0,0,1,0,858.0
2.0,0,0,1,0,561.0
6.19,0,0,1,0,1351.0
0.86,0,0,1,0,202.0
1.3,0,0,1,0,933.0
1.54,0,0,1,0,533.0
5.21,0,0,1,0,1140.0
2.24,0,0,1,0,629.0
1.77,0,0,1,0,277.0
1.68,0,0,1,0,561.0
0.84,0,0,1,0,603.0
5.2,0,0,1,0,1578.0
2.5,0,0,0,0,1456.0
12.29,0,0,0,1,1454.0
5.11,0,0,0,1,804.0
9.2,0,0,0,1,1850.0
4.39,0,0,1,0,1538.0
1.19,0,0,1,0,746.0
1.64,0,0,1,0,928.0
1.01,0,0,1,0,477.0
2.4,0,0,1,0,781.0
0.86,0,0,1,0,299.0
1.7,0,0,1,0,1048.0
3.51,0,0,1,0,824.0
1.4,0,0,1,0,522.0
2.16,0,0,1,0,636.0
2.13,0,0,1,0,758.0
4.66,0,0,1,0,1517.0
2.75,0,0,1,0,2167.0
0.94,0,0,1,0,341.0
2.68,0,0,1,0,814.0
1.12,0,0,1,0,543.0
0.8,0,0,1,0,342.0
9.0,0,0,0,1,1323.0
3.9,0,0,1,0,1538.0
1.1,0,0,1,0,455.0
8.2,0,0,1,0,1346.0
3.8,0,0,1,0,975.0
4.13,0,0,1,0,1206.0
0.6,0,0,1,0,253.0
3.59,0,0,1,0,1036.0
11.93,0,0,1,0,1428.0
1.2,0,0,1,0,431.0
3.65,0,0,1,0,1134.0
0.78,0,0,1,0,448.0
6.7,0,0,1,0,1231.0
0.49,0,0,1,0,122.0
0.7,0,0,1,0,188.0
0.68,0,0,1,0,380.0
1.9,0,0,1,0,597.0
1.01,0,0,1,0,290.0
9.9,0,0,1,1,1664.0
10.8,0,0,1,0,1498.0
8.66,0,0,0,1,1194.0
1.25,0,0,1,0,604.0
1.4,0,0,1,0,415.0
0.76,0,0,1,0,256.0
2.45,0,0,1,0,886.0
1.2,0,0,1,0,445.0
1.86,0,0,1,0,440.0
1.54,0,0,1,0,720.0
2.72,0,0,1,0,751.0
2.3,0,0,1,0,752.0
5.57,0,0,1,0,1032.0
0.55,0,0,1,0,219.0
3.95,0,0,1,0,1055.0
1.78,0,0,1,0,631.0
2.12,0,0,1,0,811.0
2.72,0,0,1,0,539.0
5.0,0,0,0,1,1018.0
19.06,0,0,0,0,2023.0
18.0,0,0,0,0,2701.0
2.28,0,0,1,0,735.0
1.28,0,0,1,0,374.0
0.92,0,0,1,0,249.0
0.64,0,0,1,0,202.0
2.06,0,0,1,0,624.0
1.2,0,0,1,0,361.0
1.77,0,0,1,0,590.0
3.33,0,0,1,0,1093.0
0.55,0,0,1,0,251.0
0.67,0,0,1,0,254.0
2.72,0,0,1,0,1043.0
1.7,0,0,0,0,670.0
0.77,0,0,1,0,311.0
2.4,0,0,1,0,909.0
1.33,0,0,1,0,587.0
6.2,0,0,1,0,1884.0
8.23,0,0,0,1,1346.0
6.91,0,0,0,1,875.0
6.8,0,0,1,0,1091.0
10.68,0,0,0,1,1662.0
2.68,0,0,1,0,806.0
0.99,0,0,1,0,163.0
3.07,0,0,1,0,918.0
39.67,0,0,0,0,3027.0
3.4,0,0,1,0,1032.0
0.63,0,0,1,0,331.0
1.23,0,0,1,0,662.0
1.2,0,0,1,0,413.0
3.23,0,0,1,0,949.0
1.2,0,0,1,0,250.0
1.32,0,0,1,0,453.0
4.9,0,0,1,0,1080.0
0.53,0,0,1,0,294.0
1.26,0,0,1,0,660.0
0.7,0,0,1,0,613.0
1.49,0,0,1,0,1155.0
2.07,0,0,1,0,970.0
1.94,0,0,1,0,639.0
1.7,0,0,1,0,680.0
4.0,0,0,1,0,779.0
3.48,0,0,1,0,697.0
2.2,0,0,1,0,849.0
3.74,0,0,1,0,1142.0
0.43,0,0,1,0,151.0
1.28,0,0,1,0,1048.0
2.1,0,0,1,0,1224.0
3.55,0,0,1,0,957.0
7.6,0,0,1,0,1119.0
1.59,0,0,1,0,368.0
1.0,0,0,1,0,319.0
0.9,0,0,1,0,565.0
0.4,0,0,1,0,296.0
1.15,0,0,1,0,711.0
19.78,0,0,0,0,2419.0
2.51,0,0,1,0,656.0
1.12,0,0,1,0,477.0
1.29,0,0,1,0,295.0
6.95,0,0,1,0,1277.0
16.76,0,0,0,0,1552.0
1.2,0,0,1,0,592.0
2.9,0,0,1,0,733.0
0.7,0,0,1,0,217.0
0.9,0,0,1,0,364.0
2.24,0,0,1,0,726.0
0.7,0,0,1,0,714.0
0.8,0,0,1,0,404.0
17.4,0,0,1,0,2137.0
3.08,0,0,0,0,412.0
2.88,0,0,1,0,1065.0
3.81,0,0,1,0,717.0
9.6,0,0,1,1,1741.0
1.5,0,0,1,0,472.0
1.04,0,0,1,0,679.0
3.76,0,0,1,0,970.0
0.7,0,0,1,0,335.0
17.22,0,0,1,0,2077.0
3.09,0,0,1,0,871.0
1.69,0,0,1,0,650.0
1.87,0,0,1,0,532.0
1.1,0,0,1,0,375.0
0.39,0,0,1,0,159.0
10.23,0,0,1,0,2383.0
1.24,0,0,1,0,563.0
2.7,0,0,1,0,496.0
1.81,0,0,1,0,1116.0
1.6,0,0,1,0,874.0
1.24,0,0,1,0,528.0
1.37,0,0,1,0,548.0
0.72,0,0,1,0,508.0
0.54,0,0,1,0,378.0
1.6,0,0,1,0,569.0
0.76,0,0,1,0,234.0
1.42,0,0,1,0,611.0
0.77,0,0,1,0,272.0
2.52,0,0,0,0,816.0
10.8,0,0,0,0,1425.0
0.87,0,0,1,0,534.0
1.24,0,0,1,0,270.0
0.9,0,0,1,0,382.0
10.76,0,0,0,1,1321.0
1.9,0,0,1,0,741.0
0.34,0,0,1,0,130.0
1.09,0,0,1,0,654.0
2.08,0,0,1,0,669.0
0.74,0,0,1,0,697.0
0.48,0,0,1,0,167.0
0.7,0,0,1,0,250.0
1.42,0,0,1,0,664.0
1.56,0,0,1,0,370.0
2.01,0,0,1,0,344.0
0.68,0,0,1,0,148.0
2.18,0,0,1,0,734.0
1.0,0,0,1,0,490.0
1.09,0,0,1,0,380.0
1.92,0,0,1,0,527.0
3.61,0,0,1,0,1406.0
1.46,0,0,1,0,563.0
1.92,0,0,1,0,677.0
2.38,0,0,1,0,608.0
0.7,0,0,1,0,195.0
2.56,0,0,1,0,938.0
16.4,0,0,1,0,2798.0
1.55,0,0,1,0,622.0
4.72,0,0,1,0,1542.0
1.86,0,0,1,0,644.0
0.38,0,0,1,0,81.0
5.02,0,0,1,0,666.0
10.3,0,0,1,0,1398.0
1.45,0,0,1,0,463.0
0.64,0,0,1,0,340.0
1.86,0,0,1,0,843.0
