trip_distance,is_weekend,is_holiday,congestion_surcharge_dummy,airport_fee_dummy,duration_sec
15.03,0,0,1,1,1880.0
1.3,0,0,1,0,284.0
2.5,0,0,1,0,821.0
24.9,0,0,0,1,2171.0
16.55,0,0,1,1,1645.0
11.91,0,0,0,1,1175.0
0.95,0,0,1,0,322.0
1.57,0,0,1,0,482.0
19.01,0,0,1,1,2655.0
10.32,0,0,1,1,1691.0
12.36,0,0,0,1,2168.0
1.26,0,0,1,0,383.0
2.7,0,0,1,0,818.0
1.09,0,0,1,0,466.0
10.5,0,0,0,1,1916.0
0.6,0,0,1,0,183.0
1.92,0,0,1,0,818.0
1.55,0,0,1,0,739.0
2.7,0,0,1,0,884.0
0.57,0,0,1,0,467.0
3.95,0,0,1,0,1030.0
2.4,0,0,1,0,837.0
1.4,0,0,1,0,395.0
0.63,0,0,1,0,294.0
2.94,0,0,1,0,1026.0
1.39,0,0,1,0,208.0
2.0,0,0,1,0,477.0
2.48,0,0,1,0,808.0
0.6,0,0,1,0,262.0
0.9,0,0,1,0,273.0
1.66,0,0,1,0,450.0
16.87,0,0,0,0,1947.0
5.5,0,0,1,0,1122.0
1.24,0,0,1,0,331.0
1.75,0,0,1,0,503.0
0.4,0,0,1,0,589.0
5.35,0,0,0,1,974.0
2.88,0,0,1,0,1088.0
5.77,0,0,1,0,1546.0
1.09,0,0,1,0,231.0
4.04,0,0,1,0,1647.0
0.74,0,0,1,0,272.0
0.73,0,0,1,0,1018.0
1.14,0,0,1,0,534.0
2.37,0,0,1,0,690.0
4.62,0,0,1,0,983.0
1.66,0,0,1,0,1081.0
4.31,0,0,1,0,1840.0
26.1,0,0,0,1,2563.0
2.38,0,0,1,0,838.0
2.1,0,0,1,0,389.0
10.25,0,0,1,1,1395.0
3.14,0,0,1,0,896.0
0.5,0,0,1,0,153.0
1.14,0,0,1,0,360.0
1.31,0,0,1,0,906.0
3.21,0,0,1,0,837.0
20.64,0,0,0,1,1890.0
1.0,0,0,1,0,342.0
2.35,0,0,1,0,822.0
0.18,0,0,0,0,10.0
1.35,0,0,1,0,477.0
1.2,0,0,1,0,551.0
1.57,0,0,1,0,483.0
4.08,0,0,1,0,1022.0
0.86,0,0,1,0,647.0
19.5,0,0,1,1,2411.0
1.91,0,0,1,0,418.0
2.56,0,0,1,0,747.0
2.92,0,0,1,0,638.0
2.84,0,0,1,0,574.0
3.98,0,0,1,0,597.0
19.08,0,0,0,1,2358.0
2.0,0,0,1,0,381.0
1.7,0,0,1,0,475.0
11.32,0,0,1,0,1961.0
14.56,0,0,0,1,1542.0
3.57,0,0,1,0,1059.0
1.09,0,0,1,0,390.0
7.54,0,0,0,1,978.0
2.66,0,0,1,0,710.0
1.05,0,0,1,0,529.0
1.88,0,0,1,0,638.0
1.38,0,0,1,0,439.0
3.1,0,0,1,0,989.0
0.81,0,0,1,0,449.0
7.82,0,0,0,1,990.0
1.47,0,0,1,0,591.0
17.4,0,0,1,1,2097.0
16.7,0,0,1,1,2373.0
3.55,0,0,1,0,1325.0
15.77,0,0,0,1,2261.0
1.2,0,0,1,0,345.0
6.1,0,0,1,0,945.0
1.74,0,0,1,0,829.0
1.56,0,0,1,0,422.0
3.6,0,0,1,0,1108.0
1.28,0,0,1,0,503.0
1.96,0,0,1,0,580.0
3.87,0,0,1,0,953.0
10.94,0,0,0,1,1160.0
16.35,0,0,0,1,2016.0
1.2,0,0,1,0,294.0
15.8,0,0,0,1,2209.0
3.0,0,0,1,0,899.0
5.8,0,0,0,1,1209.0
8.85,0,0,0,1,859.0
0.48,0,0,1,0,224.0
0.8,0,0,1,0,396.0
4.0,0,0,1,0,1147.0
19.42,0,0,0,1,2240.0
1.34,0,0,1,0,417.0
0.61,0,0,1,0,308.0
9.96,0,0,1,1,1202.0
1.44,0,0,1,0,575.0
0.58,0,0,1,0,322.0
3.48,0,0,1,0,943.0
2.2,0,0,1,0,821.0
4.88,0,0,1,0,1179.0
5.86,0,0,1,0,1238.0
2.0,0,0,1,0,546.0
1.6,0,0,1,0,346.0
10.76,0,0,1,0,1450.0
1.09,0,0,1,0,268.0
1.0,0,0,1,0,248.0
17.79,0,0,1,1,1975.0
2.6,0,0,1,0,655.0
1.11,0,0,1,0,388.0
2.3,0,0,1,0,524.0
4.84,0,0,1,0,1092.0
1.27,0,0,1,0,447.0
4.02,0,0,1,0,840.0
1.89,0,0,1,0,733.0
3.11,0,0,1,0,790.0
4.55,0,0,1,0,1188.0
8.9,0,0,1,0,1247.0
0.69,0,0,1,0,258.0
3.76,0,0,1,0,1009.0
22.49,0,0,1,1,3284.0
3.15,0,0,1,0,414.0
6.03,0,0,1,0,1587.0
1.85,0,0,1,0,651.0
1.4,0,0,1,0,548.0
5.98,0,0,1,0,1155.0
1.33,0,0,1,0,325.0
1.4,0,0,1,0,368.0
3.05,0,0,1,0,936.0
2.05,0,0,1,0,457.0
6.14,0,0,0,1,1258.0
15.03,0,0,0,0,1745.0
1.9,0,0,1,0,565.0
0.98,0,0,1,0,200.0
2.8,0,0,1,0,759.0
3.3,0,0,1,0,809.0
4.51,0,0,1,0,1341.0
13.97,0,0,1,0,1951.0
3.17,0,0,1,0,919.0
4.53,0,0,1,0,1106.0
1.64,0,0,1,0,399.0
7.38,0,0,0,1,1130.0
1.1,0,0,1,0,328.0
4.1,0,0,1,0,1106.0
1.8,0,0,1,0,524.0
1.33,0,0,1,0,446.0
1.45,0,0,1,0,462.0
1.87,0,0,1,0,480.0
4.07,0,0,1,0,1180.0
2.4,0,0,1,0,1060.0
1.38,0,0,1,0,539.0
1.1,0,0,1,0,510.0
2.17,0,0,1,0,459.0
3.75,0,0,1,0,914.0
7.97,0,0,1,1,1160.0
1.01,0,0,1,0,434.0
3.3,0,0,1,0,1077.0
1.5,0,0,1,0,497.0
1.58,0,0,1,0,692.0
1.47,0,0,1,0,823.0
0.93,0,0,1,0,321.0
10.69,0,0,1,0,1858.0
1.26,0,0,1,0,294.0
10.6,0,0,0,1,1269.0
0.52,0,0,1,0,286.0
1.22,0,0,1,0,403.0
1.3,0,0,1,0,1173.0
14.47,0,0,0,1,1658.0
3.2,0,0,1,0,1102.0
4.94,0,0,0,0,724.0
0.84,0,0,1,0,280.0
1.85,0,0,1,0,568.0
0.5,0,0,1,0,169.0
4.5,0,0,1,0,1439.0
0.4,0,0,1,0,329.0
4.73,0,0,1,0,808.0
3.1,0,0,1,0,1087.0
1.01,0,0,1,0,345.0
3.9,0,0,1,0,944.0
0.79,0,0,1,0,193.0
1.69,0,0,1,0,83463.0
1.39,0,0,1,0,442.0
1.53,0,0,1,0,471.0
1.02,0,0,1,0,341.0
9.22,0,0,0,1,1370.0
4.89,0,0,1,0,1339.0
7.8,0,0,1,1,798.0
1.68,0,0,1,0,571.0
3.4,0,0,1,0,938.0
4.3,0,0,1,0,925.0
16.4,0,0,0,1,2134.0
12.86,0,0,1,1,1411.0
3.49,0,0,1,0,562.0
3.45,0,0,1,0,1217.0
28.15,0,0,0,1,3366.0
0.53,0,0,1,0,184.0
1.2,0,0,1,0,185.0
1.89,0,0,1,0,615.0
0.97,0,0,1,0,481.0
11.1,0,0,0,1,1322.0
3.77,0,0,1,0,1302.0
1.7,0,0,1,0,666.0
5.5,0,0,1,0,1107.0
0.38,0,0,1,0,278.0
1.16,0,0,1,0,287.0
1.09,0,0,1,0,329.0
0.78,0,0,1,0,332.0
28.48,0,0,0,1,2290.0
2.3,0,0,1,0,640.0
2.4,0,0,1,0,905.0
1.06,0,0,1,0,824.0
8.67,0,0,1,1,846.0
2.2,0,0,1,0,546.0
2.18,0,0,1,0,597.0
16.92,0,0,1,1,1638.0
3.27,0,0,1,0,872.0
3.0,0,0,1,0,1444.0
1.99,0,0,1,0,813.0
1.92,0,0,1,0,745.0
4.9,0,0,1,0,1471.0
1.14,0,0,1,0,296.0
1.01,0,0,1,0,354.0
1.52,0,0,1,0,628.0
1.26,0,0,1,0,408.0
1.31,0,0,1,0,461.0
0.86,0,0,1,0,445.0
0.59,0,0,1,0,325.0
0.96,0,0,1,0,266.0
4.2,0,0,1,0,1451.0
0.81,0,0,1,0,212.0
1.4,0,0,1,0,622.0
3.4,0,0,1,0,970.0
1.74,0,0,1,0,361.0
0.68,0,0,1,0,443.0
1.8,0,0,1,0,634.0
1.1,0,0,1,0,320.0
2.19,0,0,1,0,685.0
3.1,0,0,1,0,1025.0
2.4,0,0,1,0,841.0
2.91,0,0,1,0,812.0
18.1,0,0,1,1,2092.0
1.61,0,0,1,0,626.0
5.1,0,0,1,0,1038.0
1.13,0,0,1,0,664.0
0.7,0,0,1,0,295.0
1.95,0,0,1,0,569.0
1.03,0,0,1,0,392.0
1.84,0,0,1,0,1788.0
2.26,0,0,1,0,840.0
1.9,0,0,1,0,658.0
1.52,0,0,1,0,603.0
3.05,0,0,1,0,909.0
1.76,0,0,1,0,591.0
1.25,0,0,1,0,214.0
3.6,0,0,1,0,677.0
0.9,0,0,1,0,495.0
3.97,0,0,1,0,1480.0
1.03,0,0,1,0,499.0
1.72,0,0,1,0,556.0
4.35,0,0,1,0,1230.0
1.2,0,0,1,0,300.0
0.8,0,0,1,0,219.0
1.6,0,0,1,0,716.0
0.9,0,0,1,0,429.0
15.65,0,0,0,1,1944.0
17.53,0,0,1,1,2687.0
1.1,0,0,1,0,335.0
1.76,0,0,1,0,558.0
1.31,0,0,1,0,585.0
2.49,0,0,1,0,619.0
0.9,0,0,1,0,407.0
6.98,0,0,0,1,1137.0
2.86,0,0,1,0,894.0
12.25,0,0,0,1,2386.0
1.29,0,0,1,0,575.0
1.58,0,0,1,0,565.0
1.5,0,0,1,0,643.0
1.1,0,0,1,0,330.0
2.21,0,0,1,0,634.0
1.15,0,0,1,0,276.0
2.78,0,0,1,0,573.0
0.76,0,0,1,0,383.0
1.25,0,0,1,0,239.0
4.95,0,0,1,0,1231.0
0.3,0,0,1,0,426.0
3.17,0,0,1,0,1152.0
2.6,0,0,1,0,594.0
5.2,0,0,1,0,1313.0
13.4,0,0,0,1,2611.0
3.2,0,0,1,0,1565.0
2.8,0,0,1,0,884.0
2.96,0,0,1,0,2004.0
0.71,0,0,1,0,341.0
3.36,0,0,1,0,1417.0
1.13,0,0,1,0,482.0
1.6,0,0,1,0,476.0
1.86,0,0,1,0,611.0
6.51,0,0,1,0,1114.0
2.05,0,0,1,0,717.0
6.03,0,0,0,1,1099.0
1.6,0,0,1,0,347.0
3.5,0,0,0,0,612.0
8.36,0,0,1,1,1043.0
2.11,0,0,1,0,653.0
12.15,0,0,0,1,1412.0
0.78,0,0,1,0,186.0
20.92,0,0,0,1,2612.0
1.6,0,0,1,0,501.0
2.53,0,0,1,0,653.0
2.68,0,0,1,0,742.0
0.64,0,0,1,0,321.0
2.37,0,0,1,0,703.0
0.5,0,0,1,0,266.0
1.65,0,0,1,0,679.0
0.83,0,0,1,0,340.0
1.31,0,0,1,0,538.0
0.19,0,0,0,0,14.0
1.7,0,0,1,0,1251.0
3.06,0,0,1,0,918.0
3.18,0,0,1,0,875.0
0.9,0,0,1,0,261.0
9.26,0,0,1,0,1219.0
1.33,0,0,1,0,470.0
1.62,0,0,1,0,838.0
1.69,0,0,1,0,605.0
4.17,0,0,0,1,1295.0
1.87,0,0,1,0,528.0
0.89,0,0,1,0,1210.0
18.41,0,0,0,0,2723.0
1.6,0,0,1,0,516.0
2.76,0,0,1,0,598.0
6.49,0,0,0,0,924.0
1.8,0,0,1,0,597.0
18.7,0,0,1,1,2480.0
10.01,0,0,1,1,1802.0
1.38,0,0,1,0,833.0
0.4,0,0,1,0,167.0
1.41,0,0,1,0,688.0
1.59,0,0,1,0,353.0
3.21,0,0,1,0,1131.0
15.08,0,0,0,1,1626.0
1.6,0,0,1,0,685.0
3.2,0,0,1,0,797.0
1.8,0,0,1,0,687.0
2.69,0,0,1,0,552.0
3.25,0,0,1,0,814.0
1.15,0,0,1,0,285.0
13.8,0,0,0,1,1577.0
7.69,0,0,1,0,1226.0
1.71,0,0,1,0,507.0
0.92,0,0,1,0,182.0
3.3,0,0,1,0,803.0
2.36,0,0,1,0,639.0
3.0,0,0,1,0,877.0
1.92,0,0,1,0,854.0
1.8,0,0,1,0,508.0
1.3,0,0,1,0,527.0
8.41,0,0,1,0,1285.0
2.6,0,0,1,0,605.0
18.62,0,0,1,1,2644.0
10.54,0,0,1,0,1613.0
0.8,0,0,1,0,306.0
1.02,0,0,1,0,183.0
8.43,0,0,1,0,1206.0
5.65,0,0,0,1,963.0
20.8,0,0,1,0,3596.0
20.3,0,0,1,0,2662.0
0.74,0,0,1,0,130.0
0.83,0,0,1,0,293.0
1.9,0,0,1,0,544.0
2.71,0,0,1,0,1111.0
1.04,0,0,1,0,461.0
2.68,0,0,1,0,832.0
3.62,0,0,1,0,622.0
9.49,0,0,1,1,1417.0
3.89,0,0,1,0,1138.0
4.1,0,0,1,0,1330.0
5.0,0,0,1,0,1352.0
1.25,0,0,1,0,388.0
1.39,0,0,1,0,515.0
1.9,0,0,1,0,1340.0
14.0,0,0,0,1,1550.0
8.94,0,0,0,1,1286.0
7.8,0,0,0,1,1619.0
6.92,0,0,1,0,1738.0
0.57,0,0,1,0,215.0
2.01,0,0,1,0,694.0
3.24,0,0,1,0,814.0
3.42,0,0,1,0,984.0
11.1,0,0,1,1,992.0
3.97,0,0,1,0,1045.0
6.69,0,0,1,0,1971.0
2.49,0,0,1,0,705.0
2.0,0,0,1,0,745.0
1.17,0,0,1,0,785.0
0.4,0,0,1,0,96.0
1.4,0,0,1,0,972.0
2.36,0,0,1,0,532.0
1.1,0,0,1,0,533.0
0.51,0,0,1,0,194.0
9.75,0,0,0,1,1402.0
2.84,0,0,1,0,995.0
0.79,0,0,1,0,278.0
1.77,0,0,1,0,568.0
4.7,0,0,1,0,1602.0
1.14,0,0,1,0,970.0
1.4,0,0,1,0,407.0
2.99,0,0,1,0,1321.0
1.19,0,0,1,0,503.0
0.98,0,0,1,0,394.0
6.27,0,0,1,0,1654.0
0.52,0,0,1,0,149.0
2.62,0,0,1,0,1113.0
3.65,0,0,1,0,1203.0
18.82,0,0,1,0,1970.0
1.85,0,0,1,0,331.0
1.33,0,0,1,0,683.0
6.51,0,0,1,0,1688.0
0.72,0,0,1,0,306.0
1.95,0,0,1,0,1023.0
0.39,0,0,1,0,182.0
1.24,0,0,1,0,392.0
0.51,0,0,1,0,150.0
21.11,0,0,1,1,2269.0
1.39,0,0,1,0,447.0
3.73,0,0,1,0,1479.0
0.33,0,0,1,0,187.0
1.84,0,0,1,0,637.0
18.3,0,0,0,1,2441.0
2.4,0,0,1,0,880.0
21.26,0,0,0,0,2158.0
20.46,0,0,1,1,2563.0
4.71,0,0,0,1,511.0
1.4,0,0,1,0,503.0
0.4,0,0,1,0,136.0
4.62,0,0,1,0,1733.0
1.64,0,0,1,0,509.0
4.35,0,0,1,0,1203.0
1.37,0,0,1,0,596.0
0.82,0,0,1,0,851.0
1.03,0,0,1,0,335.0
0.61,0,0,1,0,639.0
4.44,0,0,0,1,841.0
1.18,0,0,1,0,489.0
0.59,0,0,1,0,135.0
1.83,0,0,1,0,572.0
0.62,0,0,1,0,176.0
0.94,0,0,1,0,451.0
0.79,0,0,1,0,379.0
6.42,0,0,0,1,999.0
12.0,0,0,0,1,1527.0
0.69,0,0,1,0,217.0
2.5,0,0,1,0,575.0
1.48,0,0,1,0,619.0
17.98,0,0,1,1,1974.0
4.35,0,0,1,0,1528.0
0.79,0,0,1,0,350.0
4.23,0,0,1,0,1104.0
1.91,0,0,1,0,533.0
2.04,0,0,1,0,655.0
1.5,0,0,1,0,1272.0
0.7,0,0,1,0,261.0
2.2,0,0,1,0,615.0
18.46,0,0,0,1,2318.0
0.01,0,0,1,0,16.0
1.21,0,0,1,0,509.0
8.88,0,0,1,0,1449.0
3.55,0,0,1,0,670.0
17.11,0,0,1,0,1996.0
4.98,0,0,1,0,1079.0
8.77,0,0,1,0,1282.0
0.89,0,0,1,0,243.0
2.74,0,0,1,0,971.0
3.87,0,0,1,0,909.0
3.4,0,0,1,0,951.0
2.12,0,0,1,0,1350.0
1.38,0,0,1,0,558.0
3.22,0,0,1,0,1156.0
1.6,0,0,1,0,961.0
4.3,0,0,1,0,1236.0
8.0,0,0,0,1,1513.0
2.59,0,0,1,0,847.0
1.6,0,0,0,0,390.0
1.41,0,0,1,0,505.0
5.1,0,0,1,0,1068.0
2.4,0,0,1,0,810.0
1.8,0,0,1,0,624.0
1.96,0,0,1,0,513.0
8.23,0,0,1,1,846.0
1.7,0,0,1,0,699.0
1.03,0,0,1,0,391.0
3.08,0,0,1,0,551.0
11.4,0,0,1,1,1193.0
2.76,0,0,1,0,812.0
0.95,0,0,1,0,198.0
3.32,0,0,1,0,1103.0
1.05,0,0,1,0,696.0
3.03,0,0,1,0,1056.0
3.4,0,0,1,0,1697.0
2.72,0,0,1,0,430.0
1.0,0,0,1,0,493.0
5.1,0,0,1,0,775.0
18.37,0,0,1,1,2595.0
1.11,0,0,1,0,560.0
1.64,0,0,1,0,513.0
1.51,0,0,1,0,518.0
2.35,0,0,1,0,1149.0
3.2,0,0,1,0,1160.0
1.19,0,0,1,0,375.0
1.16,0,0,1,0,311.0
4.34,0,0,1,0,1157.0
3.04,0,0,1,0,940.0
0.32,0,0,1,0,153.0
1.12,0,0,1,0,83234.0
1.2,0,0,1,0,321.0
2.9,0,0,1,0,693.0
0.9,0,0,1,0,263.0
1.34,0,0,1,0,499.0
1.38,0,0,1,0,547.0
2.88,0,0,1,0,1597.0
18.9,0,0,1,1,2343.0
12.5,0,0,1,0,2364.0
4.48,0,0,1,0,1106.0
1.26,0,0,1,0,568.0
2.04,0,0,1,0,652.0
14.12,0,0,0,1,1986.0
1.53,0,0,1,0,416.0
2.7,0,0,0,0,742.0
4.25,0,0,1,0,1129.0
1.71,0,0,1,0,647.0
15.61,0,0,1,1,1741.0
3.1,0,0,1,0,792.0
3.86,0,0,1,0,1066.0
5.52,0,0,1,0,1033.0
8.83,0,0,1,1,1047.0
7.38,0,0,1,0,1277.0
14.8,0,0,0,1,1356.0
5.64,0,0,1,0,1052.0
1.0,0,0,1,0,462.0
3.7,0,0,1,0,1290.0
1.2,0,0,1,0,658.0
0.92,0,0,1,0,352.0
1.01,0,0,1,0,355.0
0.65,0,0,1,0,290.0
1.78,0,0,1,0,590.0
18.51,0,0,1,1,1897.0
1.8,0,0,1,0,600.0
5.48,0,0,0,0,1552.0
1.72,0,0,0,1,537.0
1.99,0,0,1,0,490.0
2.1,0,0,1,0,673.0
4.23,0,0,1,0,1248.0
5.07,0,0,1,0,1065.0
0.4,0,0,1,0,93.0
3.2,0,0,1,0,1169.0
0.66,0,0,1,0,237.0
2.82,0,0,1,0,1085.0
4.37,0,0,1,0,1402.0
5.35,0,0,1,0,1176.0
1.49,0,0,1,0,461.0
3.68,0,0,1,0,1059.0
1.49,0,0,1,0,383.0
0.98,0,0,1,0,304.0
2.7,0,0,1,0,702.0
1.5,0,0,1,0,535.0
1.71,0,0,1,0,726.0
1.23,0,0,1,0,391.0
2.78,0,0,1,0,654.0
2.41,0,0,1,0,666.0
10.66,0,0,0,1,1853.0
0.8,0,0,1,0,218.0
3.7,0,0,1,0,967.0
3.77,0,0,1,0,1526.0
1.16,0,0,1,0,551.0
0.66,0,0,1,0,196.0
4.06,0,0,1,0,1282.0
0.56,0,0,1,0,314.0
2.0,0,0,1,0,602.0
2.32,0,0,1,0,516.0
2.55,0,0,1,0,1156.0
3.3,0,0,1,0,687.0
2.86,0,0,1,0,856.0
0.9,0,0,1,0,459.0
19.3,0,0,0,1,2707.0
2.59,0,0,1,0,1267.0
12.31,0,0,0,1,2038.0
18.49,0,0,1,1,2415.0
8.69,0,0,0,1,1253.0
2.7,0,0,1,0,529.0
4.1,0,0,1,0,1285.0
0.58,0,0,1,0,220.0
10.58,0,0,1,1,1417.0
1.91,0,0,1,0,761.0
1.01,0,0,1,0,140.0
16.22,0,0,1,1,1709.0
17.72,0,0,1,1,2148.0
6.18,0,0,1,0,1241.0
0.45,0,0,1,0,235.0
0.89,0,0,1,0,840.0
1.5,0,0,1,0,415.0
0.7,0,0,1,0,177.0
20.47,0,0,1,1,1983.0
3.16,0,0,1,0,1141.0
1.43,0,0,1,0,951.0
1.66,0,0,1,0,598.0
1.79,0,0,1,0,329.0
1.04,0,0,1,0,380.0
27.54,0,0,0,1,2508.0
4.72,0,0,1,0,1443.0
2.22,0,0,1,0,496.0
1.59,0,0,1,0,341.0
3.84,0,0,1,0,1036.0
0.87,0,0,1,0,259.0
1.63,0,0,1,0,492.0
4.27,0,0,0,1,547.0
2.32,0,0,1,0,468.0
5.46,0,0,0,1,1208.0
1.17,0,0,1,0,452.0
0.74,0,0,1,0,331.0
7.07,0,0,0,1,1403.0
1.17,0,0,1,0,390.0
2.22,0,0,1,0,651.0
26.95,0,0,0,1,2143.0
1.18,0,0,1,0,491.0
2.9,0,0,1,0,722.0
1.68,0,0,1,0,575.0
1.75,0,0,1,0,675.0
8.06,0,0,0,1,1074.0
0.98,0,0,1,0,299.0
4.12,0,0,1,0,972.0
0.63,0,0,1,0,143.0
1.33,0,0,1,0,433.0
3.34,0,0,1,0,608.0
2.86,0,0,1,0,884.0
1.21,0,0,1,0,509.0
1.23,0,0,1,0,449.0
1.7,0,0,1,0,444.0
2.5,0,0,1,0,552.0
1.07,0,0,1,0,407.0
5.32,0,0,1,0,947.0
18.63,0,0,0,0,2247.0
3.2,0,0,0,0,1132.0
1.2,0,0,1,0,634.0
2.59,0,0,1,0,720.0
2.4,0,0,1,0,626.0
3.89,0,0,1,0,1360.0
17.0,0,0,1,0,2339.0
1.6,0,0,1,0,610.0
0.49,0,0,1,0,146.0
1.6,0,0,1,0,427.0
2.67,0,0,1,0,595.0
1.4,0,0,1,0,638.0
2.1,0,0,1,0,479.0
17.01,0,0,1,1,1899.0
1.2,0,0,1,0,1196.0
1.95,0,0,1,0,529.0
18.02,0,0,1,1,2052.0
3.2,0,0,1,0,1046.0
2.55,0,0,1,0,429.0
2.66,0,0,1,0,548.0
1.96,0,0,1,0,625.0
0.8,0,0,1,0,327.0
1.7,0,0,1,0,480.0
1.3,0,0,1,0,290.0
2.37,0,0,1,0,465.0
0.9,0,0,1,0,285.0
10.62,0,0,1,0,1469.0
3.1,0,0,1,0,1062.0
2.93,0,0,1,0,921.0
1.4,0,0,1,0,417.0
1.07,0,0,1,0,394.0
0.73,0,0,1,0,472.0
1.9,0,0,1,0,358.0
3.59,0,0,1,0,1164.0
0.6,0,0,1,0,243.0
3.2,0,0,1,0,960.0
1.73,0,0,1,0,405.0
1.51,0,0,1,0,480.0
4.65,0,0,1,0,708.0
14.9,0,0,1,0,2618.0
4.04,0,0,1,0,1163.0
1.6,0,0,1,0,442.0
3.0,0,0,1,0,849.0
2.18,0,0,1,0,678.0
4.43,0,0,1,0,1295.0
1.28,0,0,1,0,296.0
1.5,0,0,1,0,501.0
1.3,0,0,1,0,684.0
1.06,0,0,1,0,937.0
2.81,0,0,0,1,593.0
0.53,0,0,1,0,269.0
0.94,0,0,1,0,409.0
1.49,0,0,1,0,821.0
5.46,0,0,1,0,1070.0
8.49,0,0,1,1,1080.0
0.9,0,0,1,0,799.0
1.54,0,0,1,0,552.0
1.21,0,0,1,0,544.0
1.4,0,0,1,0,486.0
18.75,0,0,1,0,2298.0
0.06,0,0,0,1,21.0
1.45,0,0,1,0,546.0
1.41,0,0,1,0,493.0
20.06,0,0,1,1,2149.0
9.38,0,0,1,1,1282.0
17.42,0,0,0,1,2253.0
2.0,0,0,1,0,490.0
4.1,0,0,1,0,1186.0
1.99,0,0,1,0,410.0
6.2,0,0,1,1,1432.0
2.8,0,0,0,0,789.0
1.2,0,0,1,0,581.0
3.51,0,0,1,0,897.0
18.7,0,0,1,1,2085.0
7.2,0,0,0,1,1476.0
2.54,0,0,1,0,625.0
0.8,0,0,1,0,249.0
3.68,0,0,1,0,1193.0
0.47,0,0,1,0,78.0
2.74,0,0,1,0,869.0
3.0,0,0,1,0,1273.0
16.21,0,0,0,1,2265.0
2.88,0,0,1,0,847.0
0.74,0,0,1,0,446.0
2.04,0,0,1,0,636.0
3.63,0,0,1,0,1262.0
1.6,0,0,1,0,617.0
0.91,0,0,1,0,424.0
1.07,0,0,1,0,296.0
2.36,0,0,1,0,900.0
2.89,0,0,1,0,1221.0
0.5,0,0,1,0,301.0
2.2,0,0,1,0,552.0
1.1,0,0,0,0,353.0
3.52,0,0,1,0,1169.0
1.48,0,0,1,0,788.0
8.4,0,0,1,1,988.0
1.59,0,0,1,0,717.0
7.7,0,0,0,0,1837.0
2.6,0,0,1,0,793.0
1.84,0,0,1,0,801.0
5.28,0,0,1,0,1412.0
5.07,0,0,0,0,1039.0
7.65,0,0,1,0,1384.0
2.1,0,0,1,0,704.0
2.08,0,0,1,0,741.0
0.73,0,0,1,0,229.0
13.82,0,0,0,1,1964.0
17.13,0,0,0,1,2177.0
0.31,0,0,1,0,103.0
2.7,0,0,1,0,1005.0
3.14,0,0,1,0,883.0
3.88,0,0,1,0,1091.0
19.8,0,0,1,1,2016.0
1.49,0,0,1,0,768.0
1.5,0,0,1,0,517.0
1.38,0,0,1,0,424.0
0.75,0,0,1,0,533.0
1.23,0,0,1,0,371.0
1.33,0,0,1,0,529.0
20.18,0,0,0,1,2186.0
1.53,0,0,1,0,360.0
7.9,0,0,0,1,1104.0
8.98,0,0,1,0,2301.0
1.61,0,0,1,0,381.0
0.71,0,0,1,0,305.0
7.55,0,0,1,0,1675.0
0.98,0,0,1,0,567.0
1.22,0,0,1,0,403.0
3.17,0,0,1,0,862.0
2.86,0,0,1,0,1699.0
14.91,0,0,0,1,1518.0
9.65,0,0,1,1,2662.0
0.76,0,0,1,0,216.0
2.32,0,0,1,0,812.0
8.48,0,0,0,1,1362.0
0.85,0,0,0,1,193.0
7.46,0,0,0,0,1375.0
1.07,0,0,1,0,396.0
3.7,0,0,1,0,1459.0
0.6,0,0,1,0,217.0
1.41,0,0,1,0,723.0
2.72,0,0,1,0,1034.0
3.35,0,0,0,0,978.0
0.6,0,0,1,0,181.0
3.5,0,0,1,0,959.0
2.6,0,0,1,0,927.0
8.8,0,0,1,0,1912.0
0.9,0,0,1,0,543.0
26.83,0,0,0,1,2163.0
10.61,0,0,1,1,1052.0
1.36,0,0,1,0,274.0
2.16,0,0,1,0,508.0
2.89,0,0,1,0,1316.0
1.39,0,0,1,0,534.0
1.95,0,0,1,0,604.0
4.53,0,0,1,0,1640.0
2.01,0,0,1,0,558.0
0.91,0,0,1,0,406.0
1.55,0,0,1,0,461.0
3.77,0,0,1,0,1169.0
0.5,0,0,1,0,1086.0
0.5,0,0,1,0,212.0
3.31,0,0,1,0,904.0
2.1,0,0,1,0,391.0
1.0,0,0,1,0,378.0
1.6,0,0,1,0,602.0
2.2,0,0,1,0,654.0
2.6,0,0,1,0,1224.0
10.81,0,0,1,1,1415.0
3.6,0,0,1,0,1164.0
2.78,0,0,1,0,789.0
7.54,0,0,0,1,1209.0
2.13,0,0,1,0,484.0
2.2,0,0,1,0,631.0
2.28,0,0,1,0,598.0
0.76,0,0,1,0,983.0
6.8,0,0,1,0,2309.0
1.54,0,0,1,0,669.0
3.02,0,0,1,0,1049.0
2.7,0,0,1,0,608.0
2.67,0,0,1,0,1262.0
19.54,0,0,1,0,3292.0
0.73,0,0,1,0,327.0
1.41,0,0,1,0,487.0
1.08,0,0,1,0,887.0
1.04,0,0,1,0,358.0
2.14,0,0,1,0,1143.0
2.0,0,0,1,0,499.0
2.02,0,0,1,0,538.0
1.06,0,0,1,0,241.0
1.7,0,0,1,0,316.0
0.04,0,0,1,0,15.0
2.1,0,0,1,0,724.0
2.93,0,0,1,0,850.0
3.48,0,0,1,0,919.0
